# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = eight_schools_cp_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = eight_schools.data.R
# init = 2 (Default)
# random
#   seed = 483892929
# output
#   file = eight_schools_cp.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8
-15.6136,0.45732,0.318247,1,1,0,18.1153,3.08779,2.34155,1.05024,5.37064,2.56618,0.507909,-0.269613,2.81927,8.06797,8.17374
-15.6136,0.00139698,0.318247,4,15,0,24.2205,3.08779,2.34155,1.05024,5.37064,2.56618,0.507909,-0.269613,2.81927,8.06797,8.17374
-14.5916,1,0.318247,2,3,0,16.7276,3.97437,3.28215,1.67954,4.82995,1.4227,0.513038,-0.376858,3.11906,6.989,9.00969
-14.5462,0.353807,0.318247,2,3,0,19.121,3.4308,4.45145,6.57722,9.18263,0.755315,2.68162,1.77138,2.68728,7.26074,6.96156
-9.68843,0.800945,0.318247,3,7,0,16.9833,4.28862,2.18756,4.80183,1.31547,4.9602,5.15377,5.19761,4.58602,4.59581,3.69953
-9.68843,1.65885e-06,0.318247,1,1,0,16.0199,4.28862,2.18756,4.80183,1.31547,4.9602,5.15377,5.19761,4.58602,4.59581,3.69953
-9.68843,4.12971e-07,0.318247,1,1,0,16.5955,4.28862,2.18756,4.80183,1.31547,4.9602,5.15377,5.19761,4.58602,4.59581,3.69953
-10.2757,0.309889,0.318247,2,3,0,14.3446,3.36183,1.67804,5.54547,5.84992,4.4233,2.05798,4.75882,4.82785,1.93924,3.18435
-10.2757,3.58959e-27,0.318247,1,1,0,14.4607,3.36183,1.67804,5.54547,5.84992,4.4233,2.05798,4.75882,4.82785,1.93924,3.18435
-10.2757,0.11419,0.318247,3,6,1,13.9556,3.36183,1.67804,5.54547,5.84992,4.4233,2.05798,4.75882,4.82785,1.93924,3.18435
-10.2757,0.144289,0.318247,2,3,0,14.0985,3.36183,1.67804,5.54547,5.84992,4.4233,2.05798,4.75882,4.82785,1.93924,3.18435
-10.2757,0.00101762,0.318247,3,7,0,17.34,3.36183,1.67804,5.54547,5.84992,4.4233,2.05798,4.75882,4.82785,1.93924,3.18435
-10.2757,9.69158e-06,0.318247,3,7,0,14.0996,3.36183,1.67804,5.54547,5.84992,4.4233,2.05798,4.75882,4.82785,1.93924,3.18435
-10.2757,0.000431846,0.318247,2,3,0,15.2266,3.36183,1.67804,5.54547,5.84992,4.4233,2.05798,4.75882,4.82785,1.93924,3.18435
-11.5419,0.291769,0.318247,4,9,1,15.6888,11.8211,2.37031,13.4437,13.3908,12.2559,12.7797,7.47847,11.9129,10.9178,11.0953
-11.5419,0.375392,0.318247,2,3,0,17.8597,11.8211,2.37031,13.4437,13.3908,12.2559,12.7797,7.47847,11.9129,10.9178,11.0953
-9.92169,0.972628,0.318247,2,3,0,12.7306,10.9452,2.15177,11.0992,11.5985,10.2086,11.3952,7.96349,12.5991,11.9045,11.7596
-9.92169,0.00225974,0.318247,3,7,0,14.8642,10.9452,2.15177,11.0992,11.5985,10.2086,11.3952,7.96349,12.5991,11.9045,11.7596
-9.92169,1.40552e-28,0.318247,1,1,0,18.4484,10.9452,2.15177,11.0992,11.5985,10.2086,11.3952,7.96349,12.5991,11.9045,11.7596
-14.6887,0.471952,0.318247,2,3,0,15.6424,10.9171,3.59622,11.0751,9.20389,10.1317,13.879,9.82398,14.8144,7.02897,11.7498
-19.4323,0.713985,0.318247,3,7,0,24.3991,16.1546,4.3405,20.1943,15.8136,19.5021,11.2107,19.5331,15.2179,22.0186,16.5567
-19.5671,0.976327,0.318247,3,7,0,22.4681,16.1429,3.77305,17.9166,16.0528,21.5241,12.0956,17.9387,13.0944,23.3339,14.704
-22.0751,0.759416,0.318247,5,23,0,24.0186,18.4451,5.68349,21.4059,15.0139,26.0646,11.752,20.0432,15.3632,20.5805,18.0474
-17.5356,0.956259,0.318247,3,7,0,26.2128,11.1319,4.05004,10.6364,17.0667,6.65619,15.3988,4.33179,14.1559,10.4149,14.1737
-18.5844,0.715495,0.318247,3,7,0,22.692,5.23273,4.2622,10.6433,3.81305,14.4971,4.21016,6.87843,11.0364,12.2439,3.68184
-19.5904,0.916151,0.318247,4,15,0,24.5377,0.878996,7.0537,11.871,9.21661,-7.09414,7.53673,-0.627798,-1.94492,5.72032,9.53395
-19.7121,1,0.318247,3,7,0,21.5943,6.37032,8.08863,16.0237,9.65766,-5.72737,9.19912,-3.2046,-0.558057,10.0086,0.219713
-21.2201,0.972668,0.318247,4,15,0,23.3353,3.03855,11.3495,14.6476,11.506,-8.99157,8.72662,-5.24521,-3.63819,8.38517,4.11828
-23.4208,0.969028,0.318247,4,15,0,27.652,12.5611,11.1655,23.9666,11.5881,10.5606,16.0786,0.604576,11.3747,29.9054,2.13322
-21.054,0.982156,0.318247,4,15,0,28.1779,0.955252,6.2366,9.45603,2.19311,-12.2892,0.523332,1.83351,11.4032,1.78607,3.4788
-14.9409,0.912152,0.318247,3,7,0,23.6175,5.49492,3.5235,3.88969,5.46538,9.54556,-0.903131,4.27338,2.39247,6.30721,7.65142
-18.9554,0.892598,0.318247,3,7,0,21.4671,2.08254,6.39645,10.6736,-1.90709,6.61325,-5.98817,1.54595,5.66635,9.01639,2.56437
-23.3002,0.88587,0.318247,3,7,0,29.0567,5.43099,6.6032,0.374106,16.0579,0.557139,21.1884,7.85913,1.61636,3.73024,9.74205
-19.3387,0.997795,0.318247,3,7,0,28.7042,11.2779,5.19053,8.47781,15.9916,14.9456,7.28128,8.41528,17.055,4.82725,10.5487
-20.6078,0.900381,0.318247,3,7,0,26.8008,10.438,7.31545,11.0706,13.9346,16.487,4.64405,0.25926,0.929713,19.5321,18.9224
-21.5209,0.98175,0.318247,4,15,0,25.5558,7.42699,7.84256,13.8154,21.4857,-2.23927,7.69387,-3.88258,10.5571,6.15409,7.94707
-22.2701,0.843525,0.318247,4,11,0,27.4203,3.3666,12.1294,16.2442,18.9157,2.42779,9.53288,-3.91778,10.4552,14.5049,6.05616
-20.9992,0.951937,0.318247,4,15,0,25.4064,7.83302,6.15811,13.4689,1.33513,-1.08715,0.0658691,-3.22312,4.66539,16.8591,0.0515653
-21.2253,0.910677,0.318247,4,15,0,23.5077,1.72438,2.92421,-3.8056,1.44812,-3.70243,0.260859,0.336086,-4.39777,-3.84928,-0.977825
-18.8264,0.643532,0.318247,3,7,0,22.8834,1.02685,3.41753,-5.39069,1.39638,-3.01455,-0.195453,-0.680549,-4.91281,-2.62084,1.91042
-15.1046,0.415907,0.318247,2,3,0,22.4586,-0.140906,2.99774,-3.31724,-1.28742,-0.630926,0.0806444,-0.134264,-1.3737,-4.38623,-0.419625
-15.1046,0.50546,0.318247,3,7,0,21.7791,-0.140906,2.99774,-3.31724,-1.28742,-0.630926,0.0806444,-0.134264,-1.3737,-4.38623,-0.419625
-14.8577,0.573895,0.318247,2,3,0,21.3363,-1.76331,2.69471,1.89412,2.4218,-1.71739,0.652024,0.923615,1.62771,-0.186545,-2.21544
-18.6439,0.737335,0.318247,3,7,0,20.953,-0.170411,7.03064,4.90519,0.0497817,3.44338,1.28234,-2.45997,4.01227,9.5802,8.98165
-17.1726,0.941233,0.318247,3,7,0,21.4959,5.7859,5.47613,6.1224,1.96112,5.03852,6.55988,-2.18747,-1.95426,12.5285,3.57781
-20.028,0.961446,0.318247,3,7,0,22.0157,3.27809,5.03042,6.45736,14.3496,11.9949,4.94085,-2.77063,1.16986,0.868936,5.46872
-21.437,0.164347,0.318247,2,3,0,28.279,2.56485,8.12859,8.32952,12.4009,12.8968,7.01885,0.969758,3.46458,-2.9605,9.08968
-16.8133,0.725774,0.318247,3,7,0,23.598,7.73211,3.64801,7.27187,2.40739,9.5038,3.59301,9.75827,3.52884,2.42218,9.99872
-13.6415,1,0.318247,2,3,0,18.7118,6.20318,4.26081,11.2889,5.75684,3.55755,4.88838,7.76057,3.98987,6.76727,5.51948
-20.4839,0.775795,0.318247,3,7,0,22.4319,-0.910708,8.71569,2.28864,0.221303,-3.12679,6.03287,1.75697,-7.87105,13.9905,4.4706
-19.6557,0.965061,0.318247,4,15,0,26.6272,2.25494,7.80718,18.8372,5.36708,-3.65642,-2.47986,-3.29049,2.20153,6.2192,7.49442
-19.9724,0.969847,0.318247,4,15,0,22.902,2.37486,8.8073,15.4015,0.610017,-1.90343,2.12234,-5.84482,2.76435,2.12935,9.39551
-20.1561,0.960705,0.318247,5,23,0,23.9049,8.02689,3.42633,-0.746651,10.3283,9.27713,7.77613,12.5535,5.41977,13.1851,1.92398
-17.6273,1,0.318247,2,3,0,22.2909,7.24094,4.52439,1.46925,9.45365,8.40446,9.32654,13.9848,7.92987,11.6499,4.28448
-14.035,0.953965,0.318247,3,7,0,20.2551,9.31537,3.448,10.4722,12.5531,7.45802,11.5729,3.01574,5.30865,10.0881,9.93487
-16.0583,0.302548,0.318247,3,7,0,20.8894,10.3321,4.78291,6.39216,11.8251,12.9698,8.77792,4.65831,6.50993,14.8899,6.8852
-15.8603,0.939796,0.318247,4,15,0,21.834,4.93333,3.99732,6.52955,0.343588,-0.393075,3.6252,7.95711,5.28577,1.07491,5.19147
-20.3431,0.771881,0.318247,3,7,0,23.5832,5.39434,10.9769,7.78253,10.8323,8.67625,6.4367,-4.82542,-0.39793,13.5802,2.42674
-20.5146,0.749105,0.318247,4,15,0,23.9983,2.12308,7.1134,6.0117,10.2433,5.93309,7.32821,-7.85984,-7.23804,13.165,2.65684
-18.1464,0.966266,0.318247,4,11,0,23.2892,4.07286,4.63137,11.7721,3.60253,7.87531,7.66765,2.87075,-3.92509,-0.52562,1.86046
-23.227,0.638755,0.318247,4,15,0,25.3871,6.90264,13.1766,0.742911,10.8305,-6.62967,-1.26569,-2.02444,5.66584,19.2263,16.3401
-19.8741,0.988322,0.318247,4,15,0,25.8403,4.07273,9.56762,7.14961,5.48684,-4.22737,12.2391,3.79236,0.576237,18.3461,7.35824
-17.8248,0.986736,0.318247,4,15,0,23.6988,6.24568,4.30137,11.9279,0.656071,2.15024,9.79659,2.48508,0.297882,15.2001,8.76349
-15.2391,0.820419,0.318247,3,7,0,19.8923,5.83947,5.72755,5.84099,4.63898,7.57187,6.80498,0.796832,4.8965,9.90452,5.95846
-16.0632,0.720513,0.318247,3,7,0,19.941,6.04209,4.81838,3.7093,6.07129,8.52098,6.47735,-2.70486,2.2256,10.723,5.00314
-14.8785,0.942247,0.318247,3,7,0,19.7059,5.32541,3.7814,4.93517,4.79424,6.81625,8.42168,-0.899118,0.151618,8.71254,3.03342
-13.2615,0.981061,0.318247,3,7,0,17.3987,3.15375,2.27678,5.80191,2.24316,-0.664481,0.453005,5.36569,5.82403,2.03838,4.12931
-13.2615,0.110927,0.318247,2,3,0,18.6061,3.15375,2.27678,5.80191,2.24316,-0.664481,0.453005,5.36569,5.82403,2.03838,4.12931
-11.6762,0.488859,0.318247,2,3,0,17.0893,3.9076,1.79852,7.53906,4.53775,0.120549,2.3706,5.10998,4.08001,5.15501,4.31023
-12.5945,0.561417,0.318247,3,5,1,15.2466,2.81299,3.38824,0.208714,2.3646,2.52839,4.2904,1.4507,1.43537,5.79757,1.82395
-9.40919,0.818828,0.318247,3,7,0,13.0861,4.88379,1.96051,8.5706,5.84725,4.82636,5.50203,5.87213,5.30594,4.35023,5.55492
-9.40919,0.43267,0.318247,2,3,0,17.9759,4.88379,1.96051,8.5706,5.84725,4.82636,5.50203,5.87213,5.30594,4.35023,5.55492
-9.40919,3.12173e-07,0.318247,1,1,0,13.6735,4.88379,1.96051,8.5706,5.84725,4.82636,5.50203,5.87213,5.30594,4.35023,5.55492
-11.5604,0.142875,0.318247,3,7,0,13.2647,5.06574,1.98875,6.48923,6.93176,3.55997,6.36799,5.61112,7.41906,3.89035,1.35468
-9.53962,0.331925,0.318247,2,3,0,13.8205,5.69323,1.8304,6.26219,3.83974,3.58801,5.0949,6.18884,5.04221,7.08967,2.97544
-9.53962,0.0339859,0.318247,2,3,0,14.7547,5.69323,1.8304,6.26219,3.83974,3.58801,5.0949,6.18884,5.04221,7.08967,2.97544
-16.0053,0.0166853,0.318247,2,3,0,19.3026,3.8825,1.77984,0.988791,4.92131,6.15818,2.50896,8.66634,5.58844,4.31653,7.0677
-15.1025,1,0.318247,2,3,0,24.6977,2.70043,4.2222,5.89842,4.16587,-0.487285,6.93,-2.8601,2.60724,7.70913,0.248623
-17.9111,0.93844,0.318247,3,7,0,23.3726,5.22122,3.03272,5.91576,1.22748,3.70865,0.296224,7.33527,13.0238,3.42399,6.82193
-17.4491,0.443997,0.318247,3,7,0,22.845,6.77822,4.09081,6.03207,4.02606,1.28776,2.83373,5.81387,13.1736,1.96802,4.70416
-14.5879,0.591049,0.318247,3,7,0,21.2346,6.41797,3.80112,6.3892,7.46936,7.6275,7.94488,7.47115,-0.247493,10.6525,2.91836
-17.6496,0.622531,0.318247,3,7,0,21.1554,4.83485,4.31772,0.128889,3.76953,11.0131,9.94525,6.55919,5.12801,13.0778,5.96312
-17.9343,0.999545,0.318247,4,15,0,23.2658,3.44272,5.24891,4.35081,-3.8881,1.4403,8.6443,0.530828,4.98999,5.83219,-3.84341
-19.945,0.976481,0.318247,4,15,0,23.7809,13.4604,5.45698,16.6844,14.36,10.4677,25.4702,7.69522,11.828,12.6541,10.2195
-20.0182,0.959958,0.318247,3,7,0,23.6308,16.1292,6.52369,24.2236,10.6467,18.0353,9.26238,6.31378,10.887,18.7781,20.1194
-17.2269,0.931814,0.318247,4,15,0,23.8733,7.31483,6.64883,13.9171,6.44916,6.54774,7.51517,11.4825,6.42569,12.7229,2.27773
-20.0508,0.610014,0.318247,3,7,0,21.4726,5.93189,7.77324,17.153,5.07756,2.64729,10.468,14.4611,5.21747,10.2293,-1.34954
-22.0714,0.935998,0.318247,4,11,0,24.6862,4.14591,7.74458,14.8613,3.18866,-7.42021,-0.0508003,9.04606,-4.60956,17.3546,-5.12033
-21.3752,0.999679,0.318247,4,15,0,24.8788,2.08191,9.70061,17.2906,6.03382,-5.2664,-0.120231,7.67176,3.62271,7.70042,-8.80198
-21.3662,0.988165,0.318247,4,15,0,24.7118,8.33169,8.66251,18.6887,2.03451,-10.1177,4.53077,6.58009,7.47895,9.45662,0.727388
-21.2983,0.937785,0.318247,4,15,0,26.4597,2.44267,6.02647,2.97019,-0.916537,4.32243,-2.80877,-4.38315,-8.67626,2.14826,12.6934
-22.3316,0.812872,0.318247,4,15,0,28.861,-3.62692,4.98904,-8.58187,-3.93065,-11.8183,6.89787,-3.83091,0.687916,-2.19635,-1.2956
-20.5379,0.976367,0.318247,3,7,0,26.0437,-2.71004,4.43316,3.59218,-9.07612,2.12205,-1.60637,-1.33504,-3.62796,-4.4766,-7.99666
-18.2631,0.77242,0.318247,3,7,0,22.7272,-1.64467,6.30671,2.96675,-2.83663,-2.48777,3.13095,-4.40248,-1.94305,1.38921,-5.76972
-21.1032,0.485704,0.318247,3,7,0,23.5384,-4.36042,8.20808,-3.53914,0.338218,-0.876155,2.24664,-3.48673,1.27487,5.13437,-8.62662
-24.1103,0.952017,0.318247,3,7,0,26.0133,1.00556,5.51823,14.8602,6.36375,-0.822872,-1.40432,-6.53949,-2.08272,2.26912,-14.1517
-19.3833,1,0.318247,4,15,0,24.888,5.46876,5.18465,15.9731,5.6974,13.2566,0.354738,8.51071,10.3441,7.54292,11.1475
-16.7415,0.984006,0.318247,3,7,0,21.7793,10.2592,4.94531,9.73924,8.22791,7.14657,11.868,10.1274,3.88885,17.6882,4.88504
-17.524,0.810257,0.318247,3,7,0,21.7836,7.42992,3.45973,12.1909,5.75838,5.59863,10.8086,12.5815,3.51673,14.3024,2.79795
-17.3461,0.81372,0.318247,3,7,0,22.8,11.7126,5.62325,17.6516,13.4153,7.98397,9.20066,3.53398,14.9289,11.0729,16.1459
-18.3359,0.884722,0.318247,3,7,0,21.5685,10.82,3.0936,6.09822,10.7264,15.0627,14.663,16.594,8.37683,13.9733,9.4803
-12.4888,1,0.318247,2,3,0,18.8224,13.7447,2.71089,15.2699,12.3002,11.6439,12.7968,13.8352,10.5845,14.7807,11.726
-12.4888,0.350569,0.318247,3,7,0,21.7176,13.7447,2.71089,15.2699,12.3002,11.6439,12.7968,13.8352,10.5845,14.7807,11.726
-12.4888,0.209841,0.318247,2,3,0,16.8066,13.7447,2.71089,15.2699,12.3002,11.6439,12.7968,13.8352,10.5845,14.7807,11.726
-12.4888,0.312384,0.318247,2,3,0,17.7367,13.7447,2.71089,15.2699,12.3002,11.6439,12.7968,13.8352,10.5845,14.7807,11.726
-12.4888,0.484977,0.318247,2,3,0,17.4743,13.7447,2.71089,15.2699,12.3002,11.6439,12.7968,13.8352,10.5845,14.7807,11.726
-16.4627,0.0445873,0.318247,2,3,0,21.9275,10.9115,3.36189,12.8135,12.4542,10.2767,11.8586,12.9509,14.2067,18.915,14.1531
-18.4108,0.785156,0.318247,2,3,0,20.8429,14.8078,4.4848,11.0013,8.8203,6.30466,12.5838,13.9552,14.05,11.9659,14.7331
-24.2807,0.324748,0.318247,4,15,0,28.3094,1.17347,6.78859,16.0615,6.43539,6.26805,-0.899781,-10.992,-12.3754,10.0389,-3.29369
-26.7426,0.909558,0.318247,4,15,0,32.0141,1.20761,10.3176,10.434,-12.6799,9.25449,10.9023,1.22022,-7.96932,-6.56105,10.1874
-18.6407,0.998877,0.318247,3,7,0,29.0127,3.84168,6.78615,1.26597,-2.04478,7.0213,8.81125,1.23634,5.5073,11.215,11.3718
-16.8347,0.997271,0.318247,3,7,0,21.6137,2.00246,3.4616,7.52329,0.266443,-5.75735,2.36969,2.59763,0.565723,6.02335,-2.53687
-19.7781,0.503781,0.318247,3,7,0,25.207,-1.14685,5.49423,-0.421697,4.33943,-4.37029,-1.03063,9.9573,-1.34922,6.97927,0.971536
-17.1611,0.916281,0.318247,4,15,0,27.0556,6.85559,5.03809,6.43516,6.19535,7.84525,3.26198,8.59515,-4.28182,8.07135,6.5004
-18.2699,0.973129,0.318247,3,7,0,21.2267,6.16594,4.63917,4.82671,4.73778,13.1326,5.13148,13.4209,2.76347,13.3022,6.29641
-18.2113,1,0.318247,3,7,0,20.9,5.36951,5.67062,3.69205,5.74614,12.0506,4.3649,11.9078,4.532,13.809,4.04419
-24.6338,0.578683,0.318247,2,3,0,28.1126,4.41274,3.36535,0.406503,10.1203,12.8928,4.61559,12.8119,5.26961,13.4897,2.82574
-18.3052,1,0.318247,2,3,0,25.1665,5.62074,5.98405,1.87623,9.4481,10.7756,3.71937,11.0104,7.45981,12.0983,2.47883
-17.5566,0.981585,0.318247,3,7,0,20.234,7.85225,3.96845,2.99716,6.91601,7.46877,3.38958,7.90078,8.686,13.9846,-0.307063
-17.6079,0.886191,0.318247,3,7,0,22.438,5.01178,6.47583,11.6926,9.98916,3.86863,3.92915,-3.21332,2.28599,11.9357,13.0339
-19.8931,0.911921,0.318247,4,15,0,22.8923,0.604331,7.03825,6.49006,4.35139,4.3566,-1.12645,2.92153,9.22921,12.3216,-6.13291
-17.7146,0.992536,0.318247,4,15,0,23.2171,3.25384,4.40706,8.20363,6.59695,6.63313,6.52516,-1.43732,4.4394,3.02632,13.6297
-16.2097,0.833243,0.318247,3,7,0,20.2654,5.17059,3.77317,8.91711,8.01526,8.50886,6.87116,-0.160416,5.71526,3.98932,13.0356
-15.1235,0.905987,0.318247,3,7,0,19.9308,9.3639,4.04202,14.6518,11.9754,7.94267,6.2379,7.03163,11.5168,13.8453,14.3057
-19.5913,0.666668,0.318247,3,6,1,21.714,8.13629,9.62292,15.371,13.1956,0.537352,2.59537,1.55135,6.21968,8.81862,16.7239
-23.4152,0.930051,0.318247,3,7,0,24.9591,10.9507,7.58586,3.81447,9.01734,1.55717,-4.30786,-0.185942,2.50944,6.9917,18.6683
-23.9728,0.942131,0.318247,4,11,0,28.004,2.16995,10.1179,10.1923,13.2294,3.33079,3.37989,-8.95245,7.65289,21.4561,21.4076
-22.4475,0.958725,0.318247,4,15,0,33.4999,9.44253,12.0091,16.4201,4.5174,7.52582,8.33491,13.7401,-0.46124,18.1356,-2.66974
-16.7094,0.981005,0.318247,4,15,0,25.4354,10.0338,5.5731,13.2454,13.5309,6.42167,10.8924,5.00055,12.6326,16.5463,15.2876
-20.8824,0.489929,0.318247,5,31,0,26.3204,-2.55812,8.29528,4.91947,-2.57484,5.92971,3.042,3.3434,-2.97649,0.188726,-2.34727
-19.7433,0.965116,0.318247,3,7,0,24.2015,2.6624,3.85309,-4.24016,0.992877,1.03852,11.0033,0.394882,5.3589,5.36104,-3.7985
-23.1943,0.779855,0.318247,4,15,0,27.8207,2.88787,4.38892,-8.36994,0.806963,0.452024,11.8694,0.675446,8.85558,8.64636,-2.35463
-22.1729,0.785027,0.318247,4,15,0,29.8118,9.92819,5.85383,21.7938,16.5143,12.8283,1.87897,5.65135,11.0717,0.904651,16.1274
-25.9722,0.958294,0.318247,4,15,0,29.2551,2.06266,10.4068,6.64484,-15.4441,-1.79495,-4.81301,0.475889,-0.378087,24.3886,4.62773
-21.568,0.855818,0.318247,3,7,0,28.6311,1.82985,9.06876,6.1242,-7.59744,6.20481,-0.248065,-1.40289,-0.208859,19.0881,5.50385
-24.0435,0.941494,0.318247,3,7,0,26.8544,-2.10558,8.51737,-6.9329,-2.07171,8.94862,2.97859,-5.11095,-0.526057,10.5834,15.5085
-23.0728,0.997627,0.318247,4,15,0,28.2165,-0.542655,8.78533,1.74157,-6.42844,6.19363,-0.865621,-2.69836,0.84959,8.42615,19.5421
-25.2172,0.951737,0.318247,4,15,0,29.2293,8.52317,10.5233,38.3951,10.2396,-1.80445,17.7585,9.35082,15.1309,11.1242,8.0844
-30.0067,0.992623,0.318247,4,15,0,33.2998,8.75835,16.3163,46.2969,2.79014,15.4114,28.418,1.69585,7.75215,1.97063,15.9215
-25.218,0.959836,0.318247,4,15,0,34.3144,16.9074,12.17,27.6997,-1.42383,5.83974,15.6549,12.1547,4.74361,7.98367,12.6421
-27.9236,0.969494,0.318247,4,15,0,33.9886,-6.43556,16.3296,20.6192,10.0704,9.09215,2.24203,9.64501,-15.2208,6.85296,9.75695
-26.0732,0.984425,0.318247,3,7,0,29.7116,0.479258,13.5862,23.2137,8.79167,7.67469,3.69287,9.56144,-18.1652,7.80444,15.7041
-24.7164,0.904066,0.318247,4,15,0,31.8453,10.5021,7.99669,17.9179,14.8626,10.0211,11.1837,1.81948,-5.99251,17.2251,-10.7846
-23.5179,0.990215,0.318247,4,15,0,26.6633,3.91082,14.5979,19.0189,10.1025,14.2522,4.74651,-0.339043,-9.38647,17.7291,-3.48153
-21.4681,0.391055,0.318247,4,15,0,31.7145,8.76786,9.77301,0.646186,12.2239,1.12874,2.0943,3.77772,9.01616,4.3741,6.90494
-21.2646,0.649865,0.318247,3,7,0,28.5523,8.00335,10.6196,4.32007,9.95521,0.645791,5.14714,5.80955,9.86992,2.68227,11.1457
-21.1411,0.821193,0.318247,3,7,0,28.1465,8.02227,10.7851,7.75131,9.6004,0.128788,2.08739,7.12071,6.73889,2.5498,6.67929
-22.6942,0.923046,0.318247,3,7,0,28.0424,6.21566,6.37982,14.4723,10.3894,-0.774593,3.44065,7.89116,13.179,-6.32919,2.40725
-27.0076,0.940302,0.318247,4,15,0,30.3788,3.18623,9.96865,10.7364,0.714397,2.28399,6.87198,-11.2603,-11.204,32.0884,0.415998
-25.6909,0.773038,0.318247,4,15,0,33.4218,1.21542,20.0451,15.6724,0.878724,3.64075,8.52209,-11.6329,10.4418,21.8645,6.72361
-24.9407,0.982627,0.318247,4,15,0,31.2122,3.73366,5.97103,9.13027,11.9854,0.561016,4.44126,17.8211,-2.45325,0.069149,16.3784
-21.5029,0.981717,0.318247,4,15,0,28.406,11.4648,7.3735,15.0964,8.72227,3.19103,16.153,3.00238,7.56337,29.0184,8.58437
-17.1773,0.784467,0.318247,3,7,0,26.5595,12.85,4.61351,16.3755,10.7681,7.6984,10.5685,6.25112,6.34613,19.8833,11.2324
-16.4158,0.857145,0.318247,3,7,0,18.1884,11.6205,5.09095,16.9734,10.8298,7.66214,9.51097,5.27796,5.94879,18.1773,10.3394
-17.6611,0.922665,0.318247,3,7,0,20.0262,12.8002,5.79778,17.4073,9.68355,12.8092,17.5506,7.22988,12.9318,19.2151,9.66514
-17.1738,0.963207,0.318247,3,7,0,21.3939,11.1492,4.92245,15.5097,16.2273,11.2989,9.12703,8.41741,11.0148,16.6421,18.9146
-13.6529,0.772287,0.318247,4,15,0,20.6115,9.04789,3.54673,9.69215,6.89827,10.5637,12.7917,10.072,7.12923,11.6024,5.38295
-16.3733,0.252609,0.318247,3,7,0,18.4999,11.2645,6.12508,13.5389,4.75257,10.3619,10.3152,7.89989,8.56531,13.4667,10.0853
-18.8107,0.902655,0.318247,2,3,0,21.1132,7.4535,4.5045,4.38076,3.34366,13.6422,11.5318,4.13939,8.00472,17.7128,12.3795
-18.705,1,0.318247,3,7,0,22.4908,9.4279,5.86951,6.55091,5.07068,8.29744,15.2052,-0.995459,7.64746,4.78916,11.9782
-19.7594,0.853953,0.318247,4,15,0,26.8067,8.27306,4.31848,11.4263,2.20518,5.36116,15.3474,-1.87688,3.73803,4.34474,11.5316
-19.261,0.927581,0.318247,3,7,0,24.9448,5.56663,5.64967,-1.2327,3.01792,11.0176,5.92567,7.3612,10.0826,15.2192,1.93986
-19.3443,0.889093,0.318247,3,7,0,23.2907,4.65775,7.91123,4.97802,6.85165,9.10436,11.1168,9.67512,7.96395,15.2819,5.80876
-16.5283,0.803116,0.318247,3,7,0,24.0787,2.26583,5.23368,13.0856,5.88721,-0.26445,2.61439,0.858171,3.5465,3.11708,6.19357
-16.4802,0.579178,0.318247,2,3,0,23.5042,4.80557,4.06936,9.48631,8.9454,-3.49421,4.32934,1.85709,0.901835,2.28429,3.90925
-16.9477,0.848163,0.318247,4,15,0,23.6715,4.15661,4.36689,6.55906,1.56432,4.40092,1.93248,8.32143,9.97562,9.54268,-1.55161
-19.5831,0.618086,0.318247,4,15,0,24.0897,6.48313,6.10662,11.6254,10.9374,0.44735,12.2806,1.48803,-1.71103,7.21003,18.9561
-18.7299,0.974625,0.318247,4,15,0,22.9604,5.46367,5.79557,5.55429,1.98694,9.27155,6.55742,5.13942,-0.301091,18.7952,0.355852
-19.359,0.917279,0.318247,3,7,0,22.9603,7.34504,3.44258,10.9757,9.81466,5.16528,7.9654,3.52424,13.5278,-0.154481,13.2525
-22.0097,0.0859864,0.318247,4,15,0,32.753,2.12716,8.44868,10.8849,7.1618,8.5364,-0.916988,10.918,11.1435,0.0694913,7.26465
-18.9805,0.905027,0.318247,3,7,0,24.4891,7.28822,4.96141,13.9956,-1.82147,3.75584,2.84179,3.74672,11.3785,2.3849,6.41889
-18.2498,0.993566,0.318247,4,15,0,24.1203,1.29336,4.7782,5.3642,7.98478,3.44806,9.82833,-2.1656,-4.41522,1.22965,4.23372
