# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = eight_schools_cp_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.98999999999999999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = eight_schools.data.R
# init = 2 (Default)
# random
#   seed = 483892929
# output
#   file = eight_schools_cp.99.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8
-5.16228,0.994542,0.0672373,3,7,0,9.31395,4.81457,0.684303,4.91354,3.03492,5.52907,4.7032,4.85964,5.52478,4.65212,4.18406
-6.03563,0.898874,0.0672373,3,7,0,10.6819,4.86667,0.592057,4.62143,3.58548,5.99574,4.8085,4.85313,5.47571,6.1001,4.66545
-5.40463,0.948912,0.0672373,3,7,0,12.0864,4.80605,0.673946,3.92985,3.182,4.65064,5.83674,5.27163,4.90148,4.63079,4.69138
-5.49935,0.800379,0.0672373,3,7,0,12.3256,4.84418,0.677134,4.89955,3.42849,3.75323,6.02656,4.73862,4.42365,4.43385,4.59645
-6.34645,0.878784,0.0672373,4,15,0,8.52627,4.13028,1.06239,3.32639,4.92792,4.75462,1.96939,3.68644,3.72976,4.13715,3.98026
-10.7152,0.747035,0.0672373,4,11,0,16.3803,4.32241,1.42829,2.1044,3.92361,6.52116,1.86896,2.95895,4.71592,3.30109,3.32734
-7.32542,0.973705,0.0672373,4,15,0,11.7361,3.50239,0.968701,4.10477,3.42771,0.981152,4.50859,3.4454,3.03052,2.9159,2.86642
-6.13101,0.99706,0.0672373,3,7,0,12.1961,2.6403,0.847563,1.85116,2.67841,3.3586,1.19924,4.11608,2.92061,2.42717,2.60493
-6.0446,0.789485,0.0672373,3,7,0,9.42623,2.30138,0.873229,2.97405,2.27258,3.77852,1.81113,3.51297,3.12807,2.43542,3.09849
-5.33346,0.996735,0.0672373,4,15,0,7.56582,1.99411,1.01628,2.84475,3.04667,1.15227,3.02945,1.48236,2.56524,2.47374,1.87991
-5.61987,0.892587,0.0672373,5,31,0,11.7996,3.03106,1.0355,3.04211,3.08365,4.42614,2.60968,3.91692,2.11154,4.02661,3.64225
-5.61987,0.689446,0.0672373,4,15,0,12.4745,3.03106,1.0355,3.04211,3.08365,4.42614,2.60968,3.91692,2.11154,4.02661,3.64225
-6.08129,0.939261,0.0672373,6,47,0,10.617,6.61797,0.79703,7.02049,6.09701,7.92952,5.24795,7.03072,5.13892,6.70039,6.48477
-4.54094,0.912302,0.0672373,4,15,0,8.65249,6.02228,1.20796,6.82346,5.63837,5.83805,6.39528,6.76251,6.38111,6.48202,6.07216
-8.25903,0.791239,0.0672373,2,3,0,10.4669,6.89362,0.993389,6.75914,5.02896,4.94685,6.45331,5.82099,6.13554,5.91902,5.84458
-11.6464,0.99977,0.0672373,6,39,0,13.6473,3.97142,1.9704,3.7531,3.23366,1.12087,2.41838,0.496704,5.28209,2.82581,2.061
-10.9425,0.996525,0.0672373,4,15,0,13.0575,3.93425,1.93599,3.72732,2.99003,2.06752,3.1041,0.804007,5.53564,2.66951,1.69616
-12.4294,0.961408,0.0672373,4,15,0,15.9131,2.88376,1.72494,5.05892,1.62081,4.36022,6.22157,4.73264,2.49938,2.93211,6.11896
-11.8423,0.998256,0.0672373,5,31,0,17.6426,3.65955,2.35428,3.20401,6.27869,1.00842,1.8656,2.4334,2.37414,7.91715,3.22779
-10.4898,0.976979,0.0672373,4,15,0,17.1522,4.41325,1.97009,2.83317,3.3347,2.19989,1.58377,2.19043,3.89643,4.8551,3.96199
-7.72307,0.984142,0.0672373,4,15,0,12.3544,3.08267,1.07406,3.4907,1.86762,2.79215,3.5011,3.59829,0.83967,1.7781,2.63891
-6.32014,0.871761,0.0672373,6,47,0,13.1458,3.57509,1.09962,4.22761,5.5768,4.09175,3.50426,4.12447,4.21421,4.69304,4.28362
-5.53088,0.906311,0.0672373,5,23,0,10.974,3.51097,0.64233,4.36919,3.69681,4.28556,4.8104,4.18502,4.35153,3.88003,4.16803
-4.14042,0.634558,0.0672373,3,7,0,10.62,4.28283,0.869957,2.90538,4.21233,3.93826,3.82076,4.1647,5.17762,4.18372,3.90159
-8.00707,0.903763,0.0672373,3,7,0,12.572,3.50089,0.625429,4.74366,2.43595,4.58537,3.71594,4.26358,2.48906,4.33668,2.85139
-6.67773,0.665166,0.0672373,4,15,0,17.1308,3.18522,1.02497,2.0702,3.11564,3.02124,3.26513,5.12594,1.88615,3.1223,3.47823
-9.66313,0.801937,0.0672373,4,15,0,14.0454,2.03348,1.63967,2.32063,4.56787,2.34606,4.25378,2.77573,2.91233,3.76897,0.800391
-9.40333,0.982512,0.0672373,4,15,0,14.4433,2.50832,1.2769,2.35895,0.254624,2.33093,1.38704,2.23646,2.8532,1.76872,0.0231281
-11.5049,0.900962,0.0672373,4,15,0,17.8158,4.70306,2.29195,2.81914,4.75562,1.8831,4.13354,2.17888,1.50411,3.80996,5.61852
-11.2918,0.959395,0.0672373,5,31,0,19.832,3.22217,2.39831,3.87524,5.82889,3.57803,1.87882,0.235251,3.281,5.07357,6.1844
-15.7752,0.935441,0.0672373,7,71,0,18.2645,11.2551,4.66003,9.89808,14.8794,12.7576,11.8925,9.89154,11.8748,14.7267,16.2964
-20.0873,0.978634,0.0672373,7,95,0,25.5485,-0.104901,8.54131,15.2049,-0.579417,3.85832,6.23162,2.71937,6.26299,6.20851,0.478642
-21.2235,0.998772,0.0672373,6,63,0,23.3283,-2.27575,9.74886,16.1047,-0.68768,3.33832,4.82274,-0.174496,3.44286,5.36318,1.84984
-19.1773,0.983157,0.0672373,6,63,0,26.4936,4.72609,7.29815,7.5831,-5.56456,3.68248,2.43804,-3.84104,5.70229,7.34593,7.52757
-17.164,0.997444,0.0672373,6,63,0,22.3214,5.85078,3.4824,10.5022,2.90066,13.2923,5.29585,-0.880655,2.09938,8.01375,7.21174
-17.0373,0.997388,0.0672373,5,31,0,18.899,6.74425,5.6776,10.3849,4.11134,13.5557,7.9447,-1.89071,2.46693,8.05381,7.4976
-15.3056,0.997806,0.0672373,6,63,0,21.6348,4.44631,3.13801,3.51506,10.4429,0.93285,7.46742,7.70327,4.05896,9.35242,4.04517
-15.9585,0.994458,0.0672373,5,31,0,21.3186,6.72956,4.37782,1.82449,11.5869,10.4048,5.49827,3.72857,3.84508,7.36668,10.822
-18.9543,0.996939,0.0672373,6,63,0,21.738,8.4124,6.14738,5.47902,10.7687,9.59901,9.63739,-1.93499,5.1189,7.09367,19.0844
-19.5532,0.989186,0.0672373,6,63,0,24.2987,9.67975,5.10445,17.1204,11.0035,0.135348,8.24541,14.0275,13.6355,16.6237,4.62846
-22.0172,0.987883,0.0672373,6,63,0,25.357,11.7207,10.819,19.0489,10.0423,7.52058,10.7331,-4.2744,6.98593,18.4597,27.8269
-22.918,0.998887,0.0672373,6,63,0,25.3084,9.46331,8.75667,28.5824,4.10341,7.23267,14.9403,-3.87469,0.486672,18.3596,21.6778
-26.8363,0.998968,0.0672373,6,63,0,31.3961,6.33736,14.3613,31.3819,18.3409,16.4714,24.8823,-1.06201,0.638579,23.6871,2.26405
-22.6728,0.99964,0.0672373,6,63,0,30.09,14.2726,7.44284,21.6935,4.93728,13.7009,7.69555,14.462,7.9671,12.2239,-1.61197
-22.8345,0.985783,0.0672373,6,63,0,27.5441,6.62398,7.66449,10.0651,7.18786,13.3242,12.5706,4.5004,10.0756,26.9321,18.0481
-17.453,0.996765,0.0672373,6,63,0,25.9028,9.48502,4.16966,13.5052,14.3396,10.3615,12.8108,14.7574,9.57763,5.01883,11.8186
-15.8488,0.999831,0.0672373,5,31,0,21.3292,6.6506,4.344,9.94709,2.80617,8.54424,7.95073,3.52019,7.44164,16.4007,8.67057
-18.2025,0.993119,0.0672373,6,63,0,24.6017,6.50422,4.74396,1.07983,1.46222,8.11646,7.44028,7.42849,9.93882,16.4988,3.93168
-20.7304,0.989029,0.0672373,6,63,0,26.2543,7.00726,8.29799,21.4752,15.2436,5.74233,16.9376,-1.98486,-0.867585,12.7217,9.6755
-22.8764,0.999692,0.0672373,6,63,0,25.1763,11.4007,9.9548,20.6552,3.00382,1.89894,22.3075,0.936586,-4.15264,14.0636,18.6024
-21.0088,0.995237,0.0672373,6,63,0,25.701,8.6385,5.06527,5.5536,12.0708,7.59802,-5.60383,5.45376,12.1834,9.60009,2.06049
-21.1687,0.999753,0.0672373,6,63,0,24.4844,8.54452,7.00936,7.79701,0.149501,7.377,14.4339,-0.594358,-3.7153,9.06626,18.8594
-19.4273,0.999978,0.0672373,6,63,0,24.2257,8.6423,6.01321,18.2965,13.1789,4.91029,-0.16649,9.56693,7.49033,6.18774,0.992039
-18.0465,0.999607,0.0672373,6,63,0,22.3311,8.63934,5.72766,1.10782,3.35859,9.05507,13.1522,3.42584,5.15495,11.0863,13.0124
-18.4826,0.999584,0.0672373,5,31,0,19.8605,5.45527,5.27168,-0.465325,2.05778,8.90092,13.5306,3.48162,3.25007,12.2997,10.6544
-21.0331,0.996647,0.0672373,6,63,0,23.8516,10.6756,8.52013,24.8742,18.4477,5.63259,3.27751,10.2561,11.0265,8.91842,6.58892
-15.3791,0.995098,0.0672373,6,63,0,25.6039,5.26204,3.64912,2.42161,0.778487,4.11062,8.8539,0.263569,3.07671,10.5543,7.07389
-12.2786,0.992606,0.0672373,5,31,0,19.5236,9.10691,2.15547,11.3058,10.6489,10.4799,5.40772,8.41911,8.3033,5.89463,7.70754
-15.3333,0.964433,0.0672373,4,15,0,19.6615,7.99531,5.57012,14.4312,8.89617,5.32902,7.4805,5.82604,9.60313,6.94634,9.11113
-14.5823,0.980346,0.0672373,5,31,0,19.295,11.8299,1.39503,8.89731,7.9809,12.3416,11.5448,11.2824,9.71921,10.4134,10.0689
-16.1038,1,0.0672373,7,95,0,19.0027,7.19649,5.594,7.64244,10.5438,1.95722,2.38287,1.19756,6.00428,6.47908,8.14997
-15.0257,0.996387,0.0672373,5,31,0,22.352,9.25996,3.94925,10.8082,6.57368,7.30146,9.76357,4.36985,10.1704,11.4942,2.08521
-14.6379,0.992444,0.0672373,4,15,0,16.7941,8.4308,3.0809,12.2931,6.40718,6.19926,9.91155,4.21605,11.1018,10.4217,2.83745
-18.1029,0.991797,0.0672373,6,63,0,19.8012,6.80066,5.39873,11.2275,8.84131,2.24192,5.81785,7.97561,-1.55372,10.1038,17.7298
-17.447,0.981038,0.0672373,6,63,0,23.1927,6.86982,4.70263,10.0114,4.36356,1.54272,5.68086,7.67153,-3.75407,10.8765,11.8569
-20.624,0.994717,0.0672373,5,31,0,21.5085,9.34395,9.54088,10.0374,-0.115316,-0.685612,2.72111,7.07397,-1.47164,13.0669,11.8618
-18.2435,0.98725,0.0672373,5,31,0,27.1338,6.13956,3.13682,-0.0358608,7.37704,3.51877,6.75261,0.688086,5.34817,1.995,0.28795
-20.2707,0.996963,0.0672373,6,63,0,23.9121,2.09564,8.95952,10.2844,-3.20799,-4.43171,-0.088381,7.54344,-1.75699,13.0381,-0.117357
-21.373,0.999223,0.0672373,6,63,0,25.4358,6.36232,10.3918,27.8434,-0.250958,9.97198,1.65807,-1.86605,3.52729,11.1301,7.12027
-26.2698,0.996716,0.0672373,6,63,0,29.607,3.5924,17.1525,25.7484,8.11452,-6.7077,-7.11137,-5.78848,11.3173,25.702,23.463
-20.5466,0.996133,0.0672373,6,63,0,28.993,3.95282,10.8842,8.24681,11.4225,-3.76829,5.39241,4.88065,-1.65016,17.0612,13.1174
-17.7161,0.999326,0.0672373,6,63,0,23.6252,4.16635,6.23272,9.49009,7.23225,-3.67618,0.258706,4.90923,1.53027,15.315,6.49065
-14.2827,0.999628,0.0672373,5,31,0,21.208,2.31355,1.97203,2.11828,-1.74687,1.04585,5.13425,0.428046,4.95543,1.18874,-0.273099
-11.6285,0.999179,0.0672373,6,63,0,21.8067,6.296,2.25531,6.03541,8.80237,5.57731,2.19106,5.9424,5.75817,9.68062,7.32477
-11.5102,0.961743,0.0672373,5,31,0,19.7694,7.64918,1.68435,8.74282,6.13397,8.41838,12.2182,7.60114,7.72537,5.93155,7.92739
-8.93442,1,0.0672373,4,15,0,13.4893,8.22789,1.65387,8.55037,6.91283,7.96831,11.105,6.74371,8.24814,8.66732,6.5278
-7.57689,0.999424,0.0672373,4,15,0,10.5581,8.04761,1.57694,9.44702,8.52765,7.83352,7.06348,9.2215,7.12825,9.51136,6.78542
-11.3244,0.950982,0.0672373,3,7,0,17.0079,7.5307,1.18685,7.0472,9.24269,8.53568,6.66123,8.66171,4.37195,9.69777,8.24582
-11.088,0.891503,0.0672373,4,15,0,16.7992,6.11422,2.51534,9.80607,4.13534,6.64375,7.91605,7.94321,6.63886,5.83832,5.82621
-13.4095,0.99912,0.0672373,4,15,0,14.9259,5.81539,2.8145,8.87114,1.91691,6.40763,7.839,8.8335,6.14076,3.25091,6.99796
-14.0443,0.995953,0.0672373,5,31,0,17.9922,7.05434,2.47898,5.15044,3.72154,9.13505,7.24104,1.4794,7.70834,9.51916,9.85698
-16.2018,0.973006,0.0672373,6,63,0,20.5607,3.21549,4.99663,1.00966,8.34459,6.2701,6.2008,5.11693,-1.39712,4.83515,6.0332
-15.5011,0.99447,0.0672373,5,31,0,19.5819,5.47525,2.85019,-1.39318,7.79479,6.1665,5.12129,4.87388,3.38427,4.31594,9.53517
-13.5422,0.998393,0.0672373,4,15,0,18.2837,6.05874,3.13685,0.745761,7.41383,5.69348,5.07938,5.66823,3.48356,6.22716,9.23585
-15.4642,0.980614,0.0672373,5,31,0,17.2803,6.93836,4.52445,1.15365,5.50428,4.81899,7.54037,3.57107,1.99553,7.34278,9.3474
-19.8536,0.993398,0.0672373,5,31,0,22.6118,4.34872,4.15457,8.85609,11.1935,0.374104,-2.05621,10.8403,1.40583,11.3728,-0.188629
-21.6178,0.984259,0.0672373,6,63,0,25.2536,7.32118,5.92425,14.2863,9.97562,13.6242,3.37076,-9.34407,-1.30868,10.5136,5.84819
-16.3036,1,0.0672373,6,63,0,24.3144,7.38896,3.69662,4.51715,3.81987,0.232101,6.63245,11.3279,7.89651,5.88862,5.31551
-19.7091,0.973196,0.0672373,6,63,0,24.5448,13.5152,6.93425,16.8265,11.6311,13.5768,7.7593,-2.98371,8.83049,15.0256,11.0345
-17.0326,0.997747,0.0672373,5,31,0,22.1051,9.54606,4.61761,14.9839,11.0741,14.8827,7.15682,0.748094,6.88527,14.0319,13.5652
-16.4879,0.997999,0.0672373,5,31,0,23.6683,7.45811,4.81473,5.73145,6.69402,2.36804,9.0031,12.4074,9.55905,7.28388,3.164
-16.8004,0.998505,0.0672373,7,95,0,24.1559,11.863,5.72656,12.0011,12.086,13.966,9.89777,4.12943,7.77508,13.0754,17.642
-17.1083,0.997428,0.0672373,6,63,0,21.6602,10.1574,5.14201,12.6854,13.2064,11.8899,11.9332,3.11098,8.56523,19.1657,5.77321
-18.6536,0.991275,0.0672373,6,63,0,24.2052,8.78488,3.96514,10.3057,11.6295,5.70705,1.6169,16.2659,9.70597,5.5973,10.7964
-23.7381,0.977538,0.0672373,6,63,0,26.5149,5.30742,13.3897,15.1053,4.68685,17.7034,15.0405,-7.19926,6.95694,22.8336,3.58823
-23.897,0.999884,0.0672373,5,31,0,25.0493,5.10726,8.86347,17.2916,1.65089,18.2527,16.2572,-6.61529,3.49688,22.5385,2.87172
-20.4228,0.994464,0.0672373,6,63,0,28.1075,12.2353,3.48767,14.8273,5.68969,4.13665,13.8146,10.1021,18.5933,17.3184,9.47785
-21.1984,0.997469,0.0672373,6,63,0,27.3636,12.0444,7.69249,6.38391,12.2558,11.572,23.5285,11.7986,11.733,15.4322,14.234
-17.387,0.994411,0.0672373,5,31,0,25.9309,13.0644,2.06287,10.2232,13.4231,15.0945,11.228,14.6837,14.4334,7.28611,15.5193
-13.9231,0.980869,0.0672373,4,15,0,24.174,11.9268,3.16701,13.3761,14.2002,10.7629,10.7668,9.4242,15.1879,11.3677,7.80686
-19.5505,0.983092,0.0672373,5,31,0,22.0064,12.3841,7.11327,17.789,10.4914,13.7839,14.6755,13.7946,12.7409,12.1098,2.6423
-17.3358,0.99929,0.0672373,5,31,0,21.8631,10.3772,3.33529,16.7024,14.1564,6.50411,9.3262,13.6426,10.5962,14.6531,5.02878
-17.6038,0.998397,0.0672373,5,31,0,21.51,11.8372,4.68575,6.21925,10.8491,4.59479,12.3049,12.0294,15.2937,10.0079,13.5213
-20.4936,0.993409,0.0672373,5,31,0,22.6923,7.99228,6.69799,2.13784,8.89365,5.12583,14.023,11.2479,17.9883,9.32752,9.44571
-15.76,0.999685,0.0672373,5,31,0,22.5502,8.86182,2.35985,12.343,10.4494,4.25013,4.72847,6.03318,12.4038,6.54425,9.16268
-15.0274,0.988919,0.0672373,4,15,0,19.0241,8.76655,2.85744,11.3144,9.96887,4.68849,3.98072,5.32472,11.6912,6.50574,11.8302
-15.9794,0.991732,0.0672373,7,95,0,22.339,1.68718,4.25384,2.81965,4.3768,-3.01171,2.5083,-0.878628,-5.02992,7.06837,0.290991
-15.8138,0.988389,0.0672373,6,63,0,23.5106,0.691714,4.17291,5.23812,1.77369,-2.30299,4.17186,0.0654068,-5.16198,6.74932,1.71691
-18.7858,0.991416,0.0672373,6,63,0,22.4327,3.05404,6.05792,-1.02065,8.66087,3.6846,0.693367,-2.41824,11.8011,6.11912,6.05244
-17.4789,0.998936,0.0672373,7,95,0,24.0881,13.4608,3.55472,14.6296,13.5394,14.5057,12.6046,18.7109,6.5643,17.0101,11.4022
-18.2374,0.972147,0.0672373,5,31,0,25.4783,9.12678,6.42511,15.2946,9.75598,12.3498,13.62,10.2802,11.4951,18.0669,4.77631
-15.2737,0.996828,0.0672373,7,95,0,23.212,2.11476,3.94159,0.145747,4.8196,-0.413666,4.02599,-2.45965,1.31,-1.06294,2.92589
-15.0192,0.989046,0.0672373,4,15,0,19.0121,1.61933,4.90281,1.159,2.2412,0.310115,2.92098,1.6875,0.295215,1.55242,-0.084888
-15.1117,0.992895,0.0672373,4,15,0,21.514,1.67265,4.76683,-0.715291,2.97357,-1.54937,2.59097,3.21807,2.46512,3.31872,3.51743
-13.0563,0.999444,0.0672373,5,31,0,19.1578,3.04072,3.61882,7.26436,1.04156,5.56453,3.55064,0.93969,4.2064,5.30781,3.46574
-13.2917,0.997872,0.0672373,5,31,0,18.3827,0.694604,1.83469,1.89025,4.15268,-2.73478,1.29176,3.03387,-1.64248,2.03485,1.0084
-15.2011,0.9871,0.0672373,5,31,0,19.0294,5.36103,4.17403,13.0198,4.19616,5.31748,5.80421,1.08647,5.8553,3.25454,1.55384
-14.4815,0.997906,0.0672373,5,31,0,17.079,5.43052,4.51439,11.032,5.69304,6.6501,6.18158,4.71025,2.10028,3.24865,3.29464
-21.8705,0.989734,0.0672373,6,63,0,27.1924,-5.3849,4.99698,-8.59278,-3.73763,-7.68002,-5.96145,-3.14118,2.60327,5.09671,1.06173
-16.3987,0.996852,0.0672373,6,63,0,26.3924,1.26602,3.95311,8.9195,3.57828,5.2424,4.23815,1.4019,-3.06725,2.19896,-2.35551
-21.068,0.994546,0.0672373,6,63,0,23.944,1.8222,6.75118,-3.61206,3.83072,-4.6353,0.624259,1.38577,10.6244,11.2835,13.5329
-20.8757,0.9962,0.0672373,6,63,0,24.1482,3.04662,6.54952,11.7419,9.91727,14.7147,9.73175,3.6747,-6.50191,4.57756,6.14659
-21.7619,0.999583,0.0672373,6,63,0,27.2823,-2.98219,8.34322,0.377116,-2.72849,-5.44549,-3.5321,2.92945,8.77608,9.21981,-4.3545
-20.5401,0.996962,0.0672373,6,63,0,24.3664,7.20526,8.69134,14.3115,13.1317,14.76,12.8373,10.0578,-0.620309,5.55924,11.1783
-13.1871,0.997325,0.0672373,6,39,0,22.9746,11.8423,2.00839,11.033,10.6343,12.9577,13.7036,9.37999,8.86992,9.18018,8.59319
-10.6989,0.998395,0.0672373,4,15,0,15.2223,9.16017,2.0146,12.7325,10.4549,10.4064,10.0471,9.09017,7.7061,10.94,11.3976
-12.1545,0.957073,0.0672373,4,15,0,20.6659,9.03846,1.88486,10.6325,11.424,12.0787,10.6666,7.85636,7.96771,10.2907,12.4647
-10.7541,0.997678,0.0672373,5,31,0,14.3011,10.3195,2.34924,11.0731,8.56068,9.48695,10.3205,12.5399,7.40482,10.7813,10.1192
-9.70293,0.997193,0.0672373,4,15,0,13.2338,9.88635,2.33929,9.99917,8.40396,9.91429,9.31667,11.5464,9.16438,10.2775,10.6256
-10.7786,0.98803,0.0672373,4,15,0,15.2088,10.0926,2.12352,9.77369,8.39906,9.36205,9.18834,12.9864,8.32901,8.98821,11.3394
-11.3212,0.994048,0.0672373,5,31,0,14.4682,9.39,2.04454,10.2587,7.51035,6.03024,8.91117,11.0341,9.31461,7.25274,11.3066
-9.77595,0.999614,0.0672373,5,31,0,14.7901,5.80404,2.14245,3.76328,5.11351,6.36888,6.16922,5.5487,8.61363,6.48291,6.18721
-11.1694,0.984878,0.0672373,4,15,0,16.0884,5.39094,1.73053,7.42413,8.12201,2.67639,3.37578,3.21752,3.72457,5.97634,5.74045
-13.2875,0.997221,0.0672373,5,31,0,16.286,4.07403,3.52365,5.08435,6.96261,1.39607,4.11163,0.940448,7.84862,4.23844,6.14918
-14.9089,0.996524,0.0672373,5,31,0,18.0734,4.89185,3.24678,4.68979,6.32659,1.07431,0.837097,2.13103,1.22406,7.1179,10.6518
-16.7818,0.974285,0.0672373,6,63,0,22.3985,3.13381,4.18355,3.29449,3.64765,9.75435,-0.467945,5.01881,1.35003,9.57856,8.90172
-22.8159,0.977372,0.0672373,6,63,0,25.5896,-0.46302,11.9164,13.4295,-3.7576,-13.5179,2.91328,-3.0203,10.4629,7.9753,1.29382
-22.7096,0.99846,0.0672373,6,63,0,26.9397,0.963823,14.7375,24.2312,5.26009,-3.52885,-1.8841,0.2155,7.07433,15.7945,9.8429
-16.3548,0.99451,0.0672373,6,63,0,25.3778,7.63207,2.92694,0.477695,7.44664,8.80071,11.6069,7.02723,2.85741,7.67231,6.4398
-19.7602,0.991951,0.0672373,5,31,0,23.12,5.28374,8.35217,4.06142,8.88549,3.12919,12.1531,10.6736,4.53248,10.9829,-2.20998
-18.0644,0.993185,0.0672373,5,31,0,21.5064,6.00786,6.51461,1.64734,8.85972,3.39847,11.0378,8.64249,3.34522,8.03892,-0.356192
-23.6145,0.994284,0.0672373,6,63,0,27.2237,7.28029,13.6382,5.94309,11.3152,-3.5304,19.6621,-2.97584,-0.431686,9.22543,20.323
-25.3528,0.997445,0.0672373,6,63,0,31.6347,11.5885,11.5296,20.0819,9.25209,15.8995,2.9528,16.7968,13.5689,11.9232,-8.91734
-24.8175,0.98143,0.0672373,6,63,0,33.2129,13.7095,12.1832,16.5888,10.0074,14.268,3.57706,8.81778,14.2914,5.04096,-4.89514
-21.1563,0.996355,0.0672373,6,63,0,29.8234,4.99605,12.0706,7.70264,4.06319,-1.4467,8.00876,9.89599,-0.864638,16.7788,5.75718
-18.0946,0.996941,0.0672373,5,31,0,23.8577,4.34537,3.76325,3.14129,8.98175,6.34182,11.4493,6.7564,1.10173,13.5993,6.0719
-21.8589,0.990678,0.0672373,7,95,0,26.5683,13.2766,4.20573,22.8015,20.6941,11.9814,11.2275,14.0154,18.7271,14.7597,20.1441
-17.0275,0.988667,0.0672373,6,63,0,26.6269,7.809,5.74614,9.05998,4.5068,8.5666,15.244,6.76829,2.13748,11.2321,13.3908
-19.2241,0.992305,0.0672373,5,31,0,21.4968,6.20552,6.19593,8.89673,4.12361,11.5131,15.7914,6.28699,-1.24908,14.5719,12.7867
-18.6549,0.998555,0.0672373,6,63,0,23.1284,9.7011,6.58292,9.22261,12.9031,12.3058,6.94385,2.01179,5.22031,4.5943,17.4663
-20.3728,0.996292,0.0672373,6,63,0,29.1883,8.08054,7.35425,8.60623,13.6625,16.8219,-1.0672,3.81868,0.289577,7.74088,14.8948
-19.1935,0.993534,0.0672373,6,63,0,26.1864,9.40025,6.39843,13.0616,6.37102,1.14222,15.97,9.4703,16.4653,13.645,4.97296
-20.0173,0.999755,0.0672373,6,63,0,23.5891,10.7896,6.18385,10.573,23.1314,2.39218,11.1275,8.39801,4.84592,13.8038,14.0481
-15.6657,0.996973,0.0672373,6,63,0,31.7252,10.4875,3.16557,11.0212,15.353,6.86881,12.8557,8.28447,7.45324,16.9986,9.51761
-14.9161,1,0.0672373,5,31,0,18.0258,10.2311,3.55393,15.3339,6.81727,10.0052,4.9605,5.81511,9.05489,10.1773,13.4167
-14.9247,0.991916,0.0672373,5,31,0,19.4133,8.3071,4.29696,7.42567,5.53939,4.61348,6.91214,8.99795,12.1271,7.93642,4.7526
-12.5913,0.999532,0.0672373,5,31,0,18.5558,10.1122,2.18138,10.2988,10.6292,11.4034,9.5767,5.72659,5.2655,10.5886,10.6294
-13.1074,0.999651,0.0672373,6,47,0,15.9837,10.2955,3.10342,10.3385,11.7066,14.6489,13.1892,10.6744,9.92745,11.3216,9.47703
-15.0544,0.988496,0.0672373,5,31,0,17.6096,10.5262,4.06526,11.1701,15.9832,13.2853,11.548,9.1391,8.28246,15.1406,9.3359
-16.7433,0.995782,0.0672373,4,15,0,21.3314,10.8605,2.35693,10.2567,16.7931,6.3864,9.23909,11.4096,6.74395,13.0861,12.8958
-17.6067,0.973421,0.0672373,5,31,0,24.0564,10.5129,4.91682,4.2647,8.71425,12.431,8.7355,8.97467,16.5605,14.0987,13.4292
-15.654,0.995295,0.0672373,6,63,0,23.7824,8.65563,4.8533,4.30616,8.55542,8.77713,8.51065,8.52847,12.554,7.37964,10.0053
-14.8545,0.999469,0.0672373,5,31,0,19.7284,6.65114,3.32622,13.9769,7.22807,5.30707,6.35716,4.47322,1.73574,8.75871,2.56487
-19.5248,0.991959,0.0672373,7,111,0,23.1408,10.6214,5.5951,5.50306,5.63441,15.3298,8.21551,11.695,16.2835,8.72107,16.4806
-22.1962,0.994967,0.0672373,5,31,0,25.2675,12.0775,6.81105,7.25687,10.5443,13.9089,3.51614,15.4895,16.4652,5.8605,20.1446
-17.8261,0.998541,0.0672373,6,63,0,26.1614,11.6882,4.84527,18.5039,8.71795,7.67739,6.89698,12.096,17.5811,16.5331,12.0676
-21.2246,0.994319,0.0672373,6,63,0,25.3772,10.1891,6.02598,10.852,17.0291,17.0482,17.2134,4.06509,-3.02353,12.1924,13.9376
-19.6368,1,0.0672373,6,63,0,23.4023,5.487,5.98016,11.4415,13.6609,7.70396,-0.990914,5.32517,5.84029,-0.406276,-0.744416
-19.7157,0.99978,0.0672373,6,63,0,23.6991,2.47424,6.75716,0.496897,-4.71741,-4.15191,7.08815,-1.92708,0.574315,14.3445,6.86679
-16.9394,0.99839,0.0672373,6,63,0,21.7668,7.73294,4.30061,1.42435,5.01986,7.7038,11.5116,7.06617,0.364088,7.71366,5.07845
-12.7601,0.998821,0.0672373,5,31,0,19.024,8.50521,2.06787,10.8303,7.00054,6.75952,5.11581,5.80632,10.4257,7.67089,5.31014
-13.6158,0.999392,0.0672373,5,31,0,16.837,8.51303,3.74144,11.5586,11.3434,4.11085,9.09002,6.07801,8.59234,9.13775,4.62096
