# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = eight_schools_ncp_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = eight_schools.data.R
# init = 2 (Default)
# random
#   seed = 483892929
# output
#   file = eight_schools_ncp.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_tilde.1,theta_tilde.2,theta_tilde.3,theta_tilde.4,theta_tilde.5,theta_tilde.6,theta_tilde.7,theta_tilde.8,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8
-4.4292,0.986391,0.314544,4,15,0,7.41194,3.1862,1.67722,0.948305,-1.51732,0.416528,-0.115653,-0.248011,-0.0885099,0.492019,-0.56461,4.77671,0.641315,3.88481,2.99222,2.77023,3.03775,4.01142,2.23922
-5.42526,0.987755,0.314544,4,15,0,7.78863,8.10301,3.97104,1.39872,-1.32898,-0.392118,-0.336213,0.519608,1.22757,-0.866786,-0.181452,13.6574,2.8256,6.5459,6.7679,10.1664,12.9777,4.66098,7.38246
-5.98641,0.982334,0.314544,4,15,0,9.84261,7.16623,8.92804,-0.912135,1.25658,0.0157772,0.30791,-1.32157,-1.64476,0.90151,-0.64322,-0.977343,18.385,7.30709,9.91527,-4.63276,-7.51826,15.2149,1.42354
-4.22282,0.854108,0.314544,3,7,0,8.79953,6.88395,1.96046,1.57092,0.589792,0.382382,-0.672272,-0.2758,-0.321461,1.01443,0.978472,9.96367,8.04021,7.63359,5.56599,6.34326,6.25374,8.8727,8.8022
-1.75061,0.966827,0.314544,3,7,0,8.67167,6.0221,4.85681,0.555791,-0.745363,0.247956,0.0405722,-0.545995,0.187459,0.0858894,0.578453,8.72147,2.40201,7.22637,6.21915,3.3703,6.93255,6.43925,8.83154
-2.46498,0.972299,0.314544,3,7,0,5.34584,3.88255,4.0725,-0.0927589,0.73644,-0.699847,0.826486,0.0357759,0.0371858,1.16031,0.0665897,3.50479,6.88171,1.03242,7.24842,4.02825,4.03399,8.6079,4.15374
-4.66897,0.948959,0.314544,4,15,0,7.86209,9.62318,4.56348,-0.858864,-0.448566,0.341796,-0.867478,-1.67616,0.411869,0.902055,-1.04716,5.70378,7.57616,11.183,5.66447,1.97405,11.5027,13.7397,4.84449
-8.2396,0.929155,0.314544,4,15,0,11.7344,10.8512,1.30496,0.561999,-0.416318,-0.262626,0.581237,-0.747513,2.4516,-0.0962519,1.66923,11.5846,10.308,10.5085,11.6097,9.87576,14.0505,10.7256,13.0295
-7.12582,0.99803,0.314544,4,15,0,13.1515,-0.442019,10.0622,0.11832,0.602941,-0.0747613,-0.291156,0.644329,-1.87392,1.60766,-0.876059,0.748544,5.62491,-1.19428,-3.3717,6.04137,-19.2978,15.7346,-9.25714
-7.12582,0.464198,0.314544,3,7,0,12.4562,-0.442019,10.0622,0.11832,0.602941,-0.0747613,-0.291156,0.644329,-1.87392,1.60766,-0.876059,0.748544,5.62491,-1.19428,-3.3717,6.04137,-19.2978,15.7346,-9.25714
-8.05163,0.993288,0.314544,4,15,0,13.4895,12.6903,1.19911,-0.238663,0.983362,-1.83774,-0.657552,-1.55451,-0.631974,0.762461,1.15799,12.4041,13.8695,10.4867,11.9019,10.8263,11.9325,13.6046,14.0789
-10.4808,0.998759,0.314544,4,15,0,16.4136,1.21887,0.124836,-1.00241,0.882031,1.36369,0.108993,-1.46306,-0.0758932,-0.209706,1.92571,1.09374,1.32898,1.38911,1.23248,1.03623,1.2094,1.19269,1.45927
-14.315,0.971219,0.314544,4,15,0,16.9337,11.4134,4.84517,1.24104,-1.32464,-1.92162,-0.103822,2.45047,-0.0383152,1.64502,-2.22934,17.4265,4.9953,2.10283,10.9104,23.2863,11.2278,19.3838,0.611855
-8.28517,1,0.314544,4,15,0,21.2704,7.93331,0.927373,0.686548,0.488463,0.992107,-0.40243,1.70899,-0.238005,2.29201,1.02796,8.56999,8.38629,8.85336,7.5601,9.51817,7.71259,10.0589,8.88661
-4.764,0.993735,0.314544,3,7,0,11.3207,12.6797,1.50659,-0.455485,-0.425914,0.0445811,-0.520769,0.705454,0.571265,0.441569,-0.588072,11.9935,12.0381,12.7469,11.8952,13.7426,13.5404,13.345,11.7938
-3.75976,0.97972,0.314544,4,15,0,8.73431,2.70339,6.09489,-0.379269,0.941273,-0.0769986,0.63633,-1.27755,-0.156737,0.465082,1.36062,0.391794,8.44035,2.2341,6.58176,-5.0831,1.7481,5.53802,10.9962
-2.93063,0.990701,0.314544,3,7,0,5.98126,2.28705,4.53876,-0.101705,1.00211,0.0846633,0.997049,-0.191448,-0.388143,-0.109401,-0.154438,1.82543,6.83541,2.67132,6.81242,1.41811,0.525362,1.7905,1.58609
-3.19183,0.981997,0.314544,3,7,0,6.50932,1.04358,7.93445,-0.420847,0.679979,-0.153287,1.07337,0.202487,-0.494056,1.54217,0.0212335,-2.29561,6.43884,-0.172667,9.56017,2.6502,-2.87648,13.2798,1.21205
-7.26561,0.670953,0.314544,4,15,0,12.709,14.2804,0.572432,0.393523,-0.848388,0.270858,-1.06499,-0.261106,0.569641,-1.27421,-0.0217611,14.5057,13.7948,14.4355,13.6708,14.131,14.6065,13.551,14.268
-1.31193,0.999575,0.314544,4,15,0,8.25397,3.81452,15.0996,0.420086,0.462535,-0.634213,0.552289,-0.349911,-0.680206,1.16618,0.0596067,10.1576,10.7986,-5.76182,12.1538,-1.46898,-6.4563,21.4233,4.71456
-10.0543,0.8355,0.314544,3,7,0,12.2961,17.3167,2.93411,1.63754,0.564849,-0.0114833,-1.95267,-1.1145,0.497834,-0.695643,-1.2973,22.1214,18.974,17.283,11.5874,14.0466,18.7774,15.2756,13.5103
-8.96046,1,0.314544,3,7,0,12.8113,16.677,3.50934,1.69395,-0.00777872,-0.119845,-2.02792,-0.989832,0.492754,-0.396623,-1.26263,22.6217,16.6497,16.2565,9.56039,13.2034,18.4063,15.2851,12.246
-4.06141,0.981747,0.314544,3,7,0,12.2069,4.94258,3.68037,0.35728,-0.145734,0.385417,1.24061,-1.05514,-1.40745,0.538753,1.02982,6.2575,4.40623,6.36106,9.50848,1.05929,-0.237359,6.92539,8.7327
-2.71151,0.982977,0.314544,3,7,0,7.03034,7.67789,3.15889,-0.223334,0.0503898,0.753187,0.835502,-0.214187,-0.650526,0.627946,0.599796,6.9724,7.83707,10.0571,10.3172,7.0013,5.62295,9.66151,9.57258
-6.315,0.963897,0.314544,3,7,0,6.87181,6.11698,7.1235,-1.4954,0.108937,1.73723,0.961534,-0.137037,-0.490338,0.942534,0.670672,-4.5355,6.893,18.4922,12.9665,5.1408,2.62406,12.8311,10.8945
-5.05672,0.989793,0.314544,4,15,0,9.28753,4.56777,2.74286,-0.252956,0.412096,0.612022,-0.152294,-0.79629,-1.9419,0.412912,1.34407,3.87395,5.6981,6.24646,4.15005,2.38366,-0.758601,5.70033,8.25436
-6.14748,0.981346,0.314544,4,15,0,10.5965,8.5881,4.45063,1.52286,-0.913386,0.586206,-0.227276,1.39987,1.15831,0.279235,-0.64311,15.3658,4.52296,11.1971,7.57658,14.8184,13.7433,9.83087,5.72586
-6.1777,0.998598,0.314544,4,15,0,10.3991,9.33285,2.70152,1.37756,1.84005,-0.218231,1.42078,0.518947,-0.237324,-0.424141,-0.218304,13.0544,14.3038,8.74329,13.1711,10.7348,8.69171,8.18702,8.7431
-4.44284,0.981483,0.314544,4,15,0,11.5926,9.86084,7.46108,0.756646,0.435225,-0.381826,-0.599416,-1.4793,-1.23557,-1.23544,0.394416,15.5062,13.1081,7.01201,5.38855,-1.17631,0.642146,0.643105,12.8036
-6.13424,0.941683,0.314544,4,15,0,12.6153,3.81283,1.46508,-0.274751,-0.852071,0.370699,0.962949,1.35374,1.14312,1.4751,-0.195565,3.4103,2.56448,4.35593,5.22363,5.79617,5.48759,5.97396,3.52631
-7.62434,0.98464,0.314544,3,7,0,10.4815,2.89211,5.92578,-1.25062,-0.219654,-0.341502,1.48278,1.48148,1.20513,0.113515,-0.287899,-4.51879,1.59048,0.868437,11.6787,11.671,10.0334,3.56477,1.18608
-8.75631,0.99827,0.314544,4,15,0,12.729,14.7081,0.480325,0.879989,0.623091,-0.796276,-1.47719,-1.26474,-0.315679,-0.636347,-0.714224,15.1307,15.0074,14.3256,13.9985,14.1006,14.5564,14.4024,14.365
-3.98076,1,0.314544,3,7,0,9.88286,7.3526,1.29737,1.15017,0.255773,0.266591,-0.957744,-0.365603,0.370273,-0.75114,0.223037,8.8448,7.68444,7.69847,6.11006,6.87828,7.83299,6.3781,7.64197
-2.50517,0.942275,0.314544,3,7,0,7.94236,3.70335,5.5595,0.0339843,0.127604,-1.02101,1.03957,-0.35812,0.147935,1.36732,0.0799539,3.89229,4.41277,-1.97296,9.48283,1.71238,4.52579,11.3049,4.14785
-1.59484,0.999404,0.314544,3,7,0,3.5579,-0.558371,33.6468,1.3444,0.381104,0.135902,-0.10357,0.0290595,-0.0130649,0.396718,0.290475,44.6763,12.2646,4.01432,-4.04319,0.419389,-0.997965,12.7899,9.2152
-1.59484,0.420151,0.314544,2,3,0,3.28434,-0.558371,33.6468,1.3444,0.381104,0.135902,-0.10357,0.0290595,-0.0130649,0.396718,0.290475,44.6763,12.2646,4.01432,-4.04319,0.419389,-0.997965,12.7899,9.2152
-1.40521,0.787714,0.314544,3,7,0,5.41183,6.40748,5.62072,0.183247,-0.298774,-0.0694273,0.653873,-0.321392,-0.0125686,0.619915,0.770271,7.43746,4.72815,6.01725,10.0827,4.60103,6.33684,9.89185,10.737
-3.19763,0.926023,0.314544,4,11,0,7.362,8.20013,7.50775,0.609337,-0.772011,-0.55219,0.834337,0.839434,-0.500704,0.53318,-0.353603,12.7749,2.40406,4.05442,14.4641,14.5024,4.44097,12.2031,5.54537
-4.27878,0.930959,0.314544,4,15,0,6.28548,10.0484,0.997814,0.784373,0.276388,-0.311475,0.413452,-0.680429,-0.0377604,-1.08363,-0.0426776,10.8311,10.3242,9.73764,10.461,9.36949,10.0108,8.96717,10.0058
-7.56103,0.962483,0.314544,4,15,0,10.0377,3.57549,10.1115,0.583685,0.0632895,-0.580673,1.01858,-0.284431,1.30107,2.77703,0.996647,9.47746,4.21545,-2.29601,13.8749,0.699453,16.7313,31.6556,13.6531
-4.23247,1,0.314544,3,7,0,10.2549,7.44766,1.30665,0.607922,-0.515659,0.900908,-0.230193,-0.550484,0.859679,-0.95183,0.155331,8.242,6.77387,8.62483,7.14688,6.72837,8.57096,6.20395,7.65062
-7.12239,0.892465,0.314544,4,15,0,12.6496,9.14488,0.316294,0.168557,-0.501179,0.378706,-1.00517,0.276899,1.93598,-0.649853,0.677488,9.19819,8.98636,9.26466,8.82695,9.23246,9.75722,8.93933,9.35916
-6.25931,0.971963,0.314544,4,15,0,11.5977,7.87178,0.589653,0.390384,-0.0466313,1.20668,-0.0550771,-1.5839,0.982207,-0.982723,-0.231144,8.10197,7.84428,8.58331,7.8393,6.93783,8.45094,7.29232,7.73549
-7.01849,0.986776,0.314544,4,15,0,10.109,7.67615,0.545071,0.487473,-0.0180605,1.6117,-0.450874,-1.34793,0.764515,-1.37535,-0.317843,7.94185,7.6663,8.55464,7.43039,6.94143,8.09286,6.92648,7.5029
-4.87659,0.994101,0.314544,4,15,0,10.8767,5.14366,5.20337,0.362122,0.425135,-1.59268,0.73569,0.743445,-0.673663,2.0935,0.440549,7.02791,7.35579,-3.14365,8.97172,9.01207,1.63834,16.0369,7.43599
-2.33829,1,0.314544,3,7,0,5.74285,5.64596,5.87431,0.0673687,0.880586,-0.672066,0.881416,-0.0116357,-0.179401,1.29454,0.508524,6.04171,10.8188,1.69803,10.8237,5.57761,4.5921,13.2505,8.63319
-4.40679,0.982563,0.314544,4,15,0,6.37566,7.83251,3.71413,0.0352864,0.6283,-1.32543,1.17509,-0.00821827,-1.12835,1.49189,0.291505,7.96357,10.1661,2.90969,12.197,7.80198,3.64167,13.3736,8.9152
-1.84308,0.999142,0.314544,3,7,0,5.52057,5.82355,8.72252,-0.338956,-0.132812,-0.491315,0.246339,-0.0117851,-0.948932,0.810207,-0.524258,2.867,4.6651,1.53805,7.97225,5.72076,-2.45352,12.8906,1.25071
-4.46125,0.91754,0.314544,3,7,0,7.04658,11.4531,4.66665,1.48823,0.903481,-0.294932,-1.28665,-0.697313,-0.468891,0.063816,1.03519,18.3982,15.6693,10.0768,5.44876,8.199,9.26496,11.7509,16.284
-3.33129,0.998277,0.314544,3,7,0,6.65091,7.03956,8.93521,2.01416,0.877726,-0.763076,-0.130428,-1.28153,-0.481233,0.0337839,-0.228155,25.0365,14.8822,0.221307,5.87416,-4.41122,2.73964,7.34142,5.00094
-3.27195,0.978092,0.314544,3,7,0,5.97655,6.62447,7.08347,0.36661,-0.288772,0.0579925,-1.29953,-0.110174,-0.264701,1.31011,-1.16284,9.22134,4.57896,7.03526,-2.58071,5.84405,4.74946,15.9046,-1.61248
-1.52084,0.998747,0.314544,4,15,0,4.45615,5.83812,7.2672,0.374105,-0.391149,-0.769615,-0.547863,-0.884917,-0.548952,0.149129,0.148726,8.55681,2.99556,0.245176,1.85669,-0.592752,1.84878,6.92187,6.91894
-5.42503,0.927835,0.314544,3,7,0,6.04799,7.66471,1.3311,0.222349,0.721415,0.960409,0.316948,0.266278,1.47913,-0.840239,-0.926566,7.96068,8.62499,8.94312,8.0866,8.01916,9.63359,6.54627,6.43136
-8.16288,0.931093,0.314544,3,7,0,12.9745,0.230617,0.547406,0.684945,0.634903,0.829369,0.440865,-0.191152,1.92815,-0.999602,-0.698344,0.60556,0.578167,0.684618,0.471949,0.125979,1.2861,-0.316571,-0.15166
-2.14642,0.987652,0.314544,4,15,0,11.4602,11.9943,7.86149,0.276284,0.0583312,-0.235965,-0.401895,-0.881601,-1.02262,1.07164,0.588197,14.1663,12.4529,10.1393,8.83481,5.06361,3.955,20.419,16.6184
-3.48517,0.965122,0.314544,4,15,0,5.86695,6.82713,2.70689,0.727944,-0.382037,-0.484294,0.313521,-0.250539,0.556844,-0.972484,-0.941867,8.79759,5.793,5.5162,7.6758,6.14895,8.33445,4.19473,4.2776
-5.71415,0.968127,0.314544,4,15,0,7.41013,7.56718,1.93827,0.844718,-0.232169,0.640071,1.96315,0.561611,0.0290982,-1.00991,0.613541,9.20448,7.11718,8.80781,11.3723,8.65574,7.62358,5.6097,8.75639
-6.98768,0.990762,0.314544,4,15,0,10.001,6.62474,2.24888,-0.129129,0.812019,0.546026,1.98121,-0.239617,1.43194,-1.20355,0.792258,6.33435,8.45088,7.85269,11.0802,6.08587,9.845,3.9181,8.40644
-2.70185,0.986978,0.314544,3,7,0,9.1188,4.23947,3.20495,0.551557,0.778279,0.282207,0.450826,-0.260734,0.431201,-0.045057,-0.880294,6.00718,6.73381,5.14393,5.68434,3.40383,5.62144,4.09506,1.41817
-1.28238,0.996817,0.314544,4,15,0,3.70628,6.05461,12.6432,0.687288,-0.277635,-0.484982,-0.189944,0.1572,-0.439727,0.18261,1.00287,14.7442,2.5444,-0.0771393,3.6531,8.04212,0.495037,8.36339,18.7341
-4.06586,0.984356,0.314544,3,7,0,5.08138,6.52468,3.83564,1.18553,-1.04045,-0.228438,-0.755307,0.703747,-0.984857,0.700593,0.999275,11.072,2.53389,5.64848,3.6276,9.224,2.74713,9.2119,10.3575
-4.34102,0.982025,0.314544,3,7,0,8.21529,4.05071,8.03148,1.6268,-0.445316,0.0620043,0.918637,-1.23472,-1.23096,0.53521,-0.924024,17.1163,0.474171,4.5487,11.4287,-5.86589,-5.83574,8.34924,-3.37056
-3.9746,0.974851,0.314544,4,15,0,8.40571,6.4458,4.75332,-0.84814,0.0264529,-0.372006,-1.15298,0.387565,-0.0843832,-0.621514,0.813896,2.41432,6.57154,4.67754,0.965294,8.28802,6.0447,3.49154,10.3145
-5.61499,0.980712,0.314544,4,15,0,8.95396,4.09641,1.33702,-1.11221,0.0911346,1.57631,-0.24761,0.878906,-0.275462,-0.244894,0.877586,2.60936,4.21826,6.20396,3.76535,5.27152,3.72811,3.76898,5.26976
-5.44726,0.991577,0.314544,4,15,0,9.07585,4.38151,4.26566,-1.71614,0.665945,-0.027222,-0.153006,0.740195,0.55538,-0.616201,0.375096,-2.93894,7.2222,4.26539,3.72884,7.53893,6.75057,1.75301,5.98154
-9.29996,0.928406,0.314544,3,7,0,13.0449,-1.22737,1.14449,0.844862,0.0756158,0.843654,-1.13723,1.79444,1.42135,-0.607141,-0.834604,-0.260426,-1.14082,-0.261809,-2.52892,0.826357,0.399366,-1.92223,-2.18256
-6.28843,0.994912,0.314544,4,15,0,13.0113,7.92003,1.69994,-0.974897,0.297033,0.0242249,0.645421,0.682097,0.51305,-1.8497,1.10611,6.26276,8.42497,7.96121,9.01721,9.07956,8.79219,4.77565,9.80035
-4.70925,0.993991,0.314544,4,15,0,10.9098,3.78617,9.97597,1.61873,-0.0731809,-0.476959,-0.441608,-1.20566,-0.489072,1.98414,-0.924114,19.9345,3.05612,-0.971958,-0.619295,-8.24143,-1.09279,23.5799,-5.43276
-4.5025,0.965504,0.314544,4,15,0,12.0691,6.32615,6.38494,0.0850028,2.03057,-1.4727,-0.102999,-0.511295,0.171771,0.740916,0.382026,6.86888,19.2912,-3.07694,5.6685,3.06156,7.42289,11.0568,8.76536
-9.00597,0.900803,0.314544,4,15,0,12.8938,2.65477,2.40965,1.90037,0.705151,0.0772847,1.09998,-2.70349,-0.28311,1.34094,1.07335,7.23399,4.35394,2.841,5.30534,-3.85969,1.97257,5.88597,5.24116
-7.37713,0.954811,0.314544,4,15,0,14.5639,0.858416,7.69913,0.369385,0.569559,-0.162667,0.137536,-2.42901,-0.814491,1.54879,1.16669,3.70236,5.24353,-0.393978,1.91732,-17.8428,-5.41245,12.7827,9.84091
-9.84184,0.799578,0.314544,4,15,0,16.9638,12.9271,1.71068,-0.0708429,-0.754126,0.455978,-0.281755,2.42254,0.620146,-0.983552,-1.60031,12.8059,11.637,13.7071,12.4451,17.0713,13.988,11.2445,10.1895
-9.83325,0.999454,0.314544,3,7,0,12.7485,11.9712,0.693458,-0.287239,-0.666577,0.021005,0.479601,2.66959,0.811907,-0.822069,-1.2726,11.772,11.5089,11.9857,12.3038,13.8224,12.5342,11.4011,11.0887
-8.5274,0.999691,0.314544,4,15,0,13.1089,10.4353,0.737178,1.11868,-1.06531,-0.837941,0.136476,1.57021,1.49465,-0.695087,-1.2211,11.2599,9.64995,9.81756,10.5359,11.5928,11.5371,9.92287,9.53511
-2.66539,0.780608,0.314544,3,7,0,10.9459,7.40393,9.96559,0.572724,-0.0482086,-0.893241,-0.0317672,-0.321792,-1.2186,1.35384,-1.03437,13.1115,6.9235,-1.49774,7.08735,4.19708,-4.74013,20.8958,-2.90422
-3.83894,0.893263,0.314544,4,15,0,8.98754,3.97283,2.29275,0.219056,-0.172359,0.287593,0.336237,-0.926231,0.618081,-0.979108,0.809563,4.47507,3.57766,4.63221,4.74374,1.84922,5.38994,1.72799,5.82896
-3.26683,0.975565,0.314544,4,15,0,8.1997,2.64834,11.7633,1.17816,1.0715,-0.539944,0.324574,-0.114704,0.807631,0.10579,1.31559,16.5074,15.2527,-3.70318,6.46639,1.29904,12.1487,3.89277,18.124
-2.83838,0.801596,0.314544,3,7,0,8.63982,6.45296,4.62814,0.730082,0.650976,0.212907,0.993043,-0.121972,-0.0709368,0.880485,1.3196,9.83189,9.46577,7.43833,11.0489,5.88846,6.12466,10.528,12.5602
-5.07071,0.970562,0.314544,4,15,0,9.7808,8.90107,8.38692,-0.255772,-0.577506,-0.422321,-0.569037,-1.39283,1.38291,-0.308235,-0.645114,6.75593,4.05758,5.3591,4.1286,-2.78052,20.4994,6.31593,3.49055
-5.86474,0.983826,0.314544,4,15,0,10.7853,5.96375,2.5882,0.663929,0.651149,-0.0329489,0.234988,0.512469,-2.63402,0.470765,0.747106,7.68213,7.64905,5.87847,6.57194,7.29012,-0.853631,7.18218,7.8974
-4.11623,0.981188,0.314544,4,15,0,7.31894,5.33721,7.8111,0.149441,-0.136829,-0.142522,-0.249697,-0.941983,1.81463,0.469714,-0.373825,6.5045,4.26842,4.22396,3.3868,-2.02072,19.5114,9.00619,2.41722
-7.82183,0.807029,0.314544,4,15,0,13.1488,9.44981,2.48243,0.0467747,-0.939224,-0.299121,-0.150955,-1.84903,1.74941,-1.485,-1.14702,9.56593,7.11826,8.70727,9.07508,4.85972,13.7926,5.7634,6.6024
-7.58229,0.960537,0.314544,4,15,0,13.2142,8.0406,1.54653,0.244682,0.829663,0.645155,0.606741,0.605641,-2.47538,0.522036,1.60148,8.41901,9.3237,9.03835,8.97894,8.97724,4.21234,8.84794,10.5173
-7.68696,0.992249,0.314544,4,15,0,12.6902,8.805,4.05964,1.09453,-1.52613,0.723334,0.0304572,-1.39091,2.32474,0.4854,0.361667,13.2484,2.60947,11.7415,8.92864,3.1584,18.2426,10.7755,10.2732
-11.1913,0.917429,0.314544,4,15,0,14.674,6.42193,2.07918,-0.248023,1.09209,-2.02094,0.00180722,0.959214,-3.24449,0.149589,-1.29196,5.90624,8.69258,2.22003,6.42569,8.41631,-0.323934,6.73295,3.73571
-10.9436,0.998855,0.314544,4,15,0,17.3477,4.07488,3.15634,1.33961,-0.335354,2.07004,0.251039,-1.62423,2.8825,0.921031,0.712694,8.30314,3.01639,10.6086,4.86725,-1.05174,13.173,6.98197,6.32438
-6.64244,0.998522,0.314544,4,15,0,15.7606,2.95903,3.49276,-1.79512,0.926361,-0.982519,0.457543,-1.24177,-1.07645,-0.343357,0.237442,-3.31088,6.19458,-0.472676,4.55711,-1.37818,-0.800748,1.75976,3.78835
-5.42837,0.985459,0.314544,4,15,0,11.2232,0.253626,2.63102,0.867276,-0.282791,0.215817,-0.51137,-0.493358,-1.33515,1.62131,-0.427262,2.53544,-0.490402,0.821444,-1.0918,-1.04441,-3.25918,4.51932,-0.870508
-2.70662,0.976218,0.314544,3,7,0,9.04877,3.59505,6.2611,1.37866,0.357474,0.297928,0.714902,0.800479,0.0816544,0.738382,-0.621225,12.227,5.83323,5.46041,8.07112,8.60693,4.10629,8.21814,-0.294507
-2.71036,0.992387,0.314544,4,15,0,5.56056,8.16168,7.09252,-0.346194,-1.08177,-0.517241,-0.560891,-0.652534,-1.11778,0.881419,-0.132779,5.7063,0.489218,4.49314,4.18355,3.53357,0.233777,14.4132,7.21995
-2.84669,0.972657,0.314544,4,15,0,6.91977,-0.0539688,13.1432,1.20477,1.17534,0.0215996,0.869247,-0.0135028,0.451486,1.51649,1.0435,15.7807,15.3938,0.22992,11.3707,-0.23144,5.88001,19.8777,13.6609
-6.3075,0.880239,0.314544,3,7,0,7.47016,-4.98747,11.3201,0.679068,0.507911,-0.00487987,-0.32473,-0.51362,1.52654,0.402721,-0.0396655,2.69963,0.762114,-5.04271,-8.66344,-10.8017,12.2931,-0.428638,-5.43649
-6.48446,0.982356,0.314544,3,7,0,10.9841,-4.90346,6.2509,0.126741,0.159644,0.905922,0.145241,-0.613431,0.644926,0.361528,-0.68003,-4.11122,-3.90555,0.75937,-3.99558,-8.73796,-0.872093,-2.64359,-9.15426
-4.7406,0.559431,0.314544,3,7,0,16.4475,-0.290929,4.54596,0.478696,0.342122,0.961857,-0.00472821,-0.72459,0.666505,-0.232062,-0.996373,1.8852,1.26434,4.08163,-0.312424,-3.58489,2.73897,-1.34587,-4.8204
-4.15327,0.973462,0.314544,4,15,0,9.77329,2.86638,2.24854,0.655952,-0.976799,0.279169,-0.132887,0.320148,-1.20356,-0.334347,-0.391096,4.34132,0.670009,3.49411,2.56758,3.58625,0.160133,2.11459,1.98699
-3.67751,0.998168,0.314544,4,15,0,6.14478,7.85754,3.94056,1.15152,-0.247889,0.521347,-0.688696,0.148971,-1.19935,-0.619465,-0.749353,12.3952,6.88072,9.91194,5.14369,8.44458,3.13143,5.41651,4.90467
-4.43159,0.991857,0.314544,4,15,0,8.01412,8.3374,3.97464,-0.560421,0.860767,-1.15214,0.273284,-1.26587,0.271876,1.52021,0.863955,6.10993,11.7586,3.75804,9.42361,3.30604,9.41801,14.3797,11.7713
-4.13256,0.971827,0.314544,3,7,0,8.80612,2.88554,6.69528,0.242512,1.04152,-0.465303,-0.728734,-0.687904,-1.58943,1.29071,-0.271764,4.50923,9.8588,-0.229793,-1.99354,-1.72017,-7.75615,11.5272,1.066
-4.28757,0.995146,0.314544,3,7,0,6.58452,7.9823,8.77371,0.552685,-0.477839,-1.41665,1.04504,0.22932,1.01456,0.42896,0.461441,12.8314,3.78989,-4.44693,17.1512,9.99429,16.8838,11.7459,12.0309
-5.06514,0.955918,0.314544,4,15,0,9.5742,5.48832,3.16955,0.677319,0.788506,1.44756,-1.03228,-1.46843,-0.28273,-0.617918,-0.0626301,7.63511,7.98752,10.0764,2.21647,0.834044,4.59219,3.5298,5.28981
-8.04653,0.936721,0.314544,3,7,0,11.1096,11.14,2.02335,1.57642,0.642054,2.27513,0.699822,-0.892983,-1.30965,0.155742,0.464624,14.3297,12.4391,15.7434,12.556,9.33319,8.49012,11.4551,12.0801
-6.16325,0.990763,0.314544,4,15,0,13.6479,2.43544,4.6469,-0.602836,-0.710882,-1.52345,-0.26241,0.618273,0.871085,-0.339865,-1.1849,-0.365881,-0.867963,-4.6439,1.21604,5.30849,6.48328,0.856118,-3.07068
-3.62402,0.937373,0.314544,4,15,0,13.5221,8.24302,3.377,0.219211,1.21735,-0.522706,0.0340436,-1.63479,0.539264,0.600761,-0.0355181,8.9833,12.354,6.47784,8.35799,2.72235,10.0641,10.2718,8.12308
-6.83365,0.950527,0.314544,3,7,0,8.88578,5.90284,0.83289,1.70091,1.18585,-0.704233,0.0114487,-1.6938,0.727184,-0.472762,0.193563,7.31951,6.89052,5.31629,5.91237,4.49209,6.5085,5.50908,6.06406
-4.6704,0.990391,0.314544,4,15,0,10.5189,9.94265,16.8805,-0.309355,-0.248399,-0.447475,-0.563168,0.0686572,-1.52464,0.834753,-0.24296,4.72058,5.74956,2.38905,0.436102,11.1016,-15.7941,24.0337,5.84137
-4.6704,0.50971,0.314544,4,15,0,13.2766,9.94265,16.8805,-0.309355,-0.248399,-0.447475,-0.563168,0.0686572,-1.52464,0.834753,-0.24296,4.72058,5.74956,2.38905,0.436102,11.1016,-15.7941,24.0337,5.84137
-4.80688,0.668007,0.314544,3,7,0,9.40504,7.76558,16.2528,0.143823,-0.219834,-0.757634,-0.412562,0.100985,-1.65476,1.07524,-0.193311,10.1031,4.19267,-4.54806,1.0603,9.40687,-19.1288,25.2412,4.62374
-7.40139,0.783958,0.314544,4,15,0,10.6791,4.71236,0.364645,-0.148421,2.31506,-0.330407,0.646459,0.220806,-0.967802,-0.267156,0.633269,4.65824,5.55654,4.59188,4.94809,4.79288,4.35946,4.61495,4.94328
-8.54736,0.988655,0.314544,4,15,0,12.8496,1.49431,0.170784,-0.50749,-1.45932,1.08035,1.34572,0.204464,1.00149,-0.221027,0.0632309,1.40764,1.24508,1.67882,1.72414,1.52923,1.66535,1.45657,1.50511
